timestamp,tid,isMain,tracepoint,custom_stat_1,custom_stat_2,custom_stat_3,custom_stat_4
6743275600237,17809,true,exec(),,,,
6743276316841,17809,true,malloc(),8,8,8,
6743276394120,17809,true,malloc(),88,88,80,
6743276399685,17809,true,ent:pthread_create(),,,,
6743276428097,17809,true,ent:pthread_mutex_lock(),,,,
6743276436716,17809,true,ret:pthread_mutex_lock(),8619,,,
6743276440793,17809,true,ent:pthread_mutex_unlock(),,,,
6743276448762,17809,true,ret:pthread_mutex_unlock(),7969,,,
6743276543674,17810,false,fork(),,,,
6743276597577,17809,true,ret:pthread_create(),true,198961,,
6743276604708,17809,true,ent:pthread_create(),,,,
6743276694286,17809,true,ent:pthread_mutex_lock(),,,,
6743276760555,17809,true,ret:pthread_mutex_lock(),66269,,,
6743276765426,17809,true,ent:pthread_mutex_unlock(),,,,
6743276772667,17809,true,ret:pthread_mutex_unlock(),7241,,,
6743276840870,17810,false,malloc(),560,472,472,
6743276858157,17811,false,fork(),,,,
6743276909140,17809,true,ret:pthread_create(),true,305347,,
6743276914628,17809,true,ent:pthread_create(),,,,
6743276945740,17809,true,ent:pthread_mutex_lock(),,,,
6743276969402,17809,true,ret:pthread_mutex_lock(),23662,,,
6743277010136,17809,true,ent:pthread_mutex_unlock(),,,,
6743277018677,17809,true,ret:pthread_mutex_unlock(),8541,,,
6743277027289,17811,false,malloc(),1032,472,472,
6743277093289,17812,false,fork(),,,,
6743277191772,17809,true,ret:pthread_create(),true,277904,,
6743277212899,17809,true,ent:pthread_create(),,,,
6743277264080,17809,true,ent:pthread_mutex_lock(),,,,
6743277267337,17812,false,malloc(),1504,472,472,
6743277328950,17809,true,ret:pthread_mutex_lock(),64870,,,
6743277333193,17809,true,ent:pthread_mutex_unlock(),,,,
6743277340489,17809,true,ret:pthread_mutex_unlock(),7296,,,
6743277434850,17813,false,fork(),,,,
6743277484984,17809,true,ret:pthread_create(),true,272934,,
6743277543197,17809,true,ent:pthread_create(),,,,
6743277589617,17809,true,ent:pthread_mutex_lock(),,,,
6743277655269,17809,true,ret:pthread_mutex_lock(),65652,,,
6743277659136,17813,false,malloc(),1976,472,472,
6743277661716,17809,true,ent:pthread_mutex_unlock(),,,,
6743277672605,17809,true,ret:pthread_mutex_unlock(),10889,,,
6743277778979,17814,false,fork(),,,,
6743277881904,17809,true,ret:pthread_create(),true,339677,,
6743277938358,17814,false,malloc(),2448,472,472,
6743277944525,17809,true,ent:pthread_join(),,,,
6743280507417,17810,false,malloc(),2568,592,120,
6743280827462,17814,false,malloc(),2688,592,120,
6743280952295,17811,false,malloc(),2808,592,120,
6743281011226,17813,false,malloc(),2928,592,120,
6743281098173,17812,false,malloc(),3048,592,120,
6743281418982,17810,false,malloc(),7144,4688,4096,
6743281571677,17813,false,malloc(),11240,4688,4096,
6743281643468,17814,false,malloc(),15336,4688,4096,
6743281691343,17811,false,malloc(),19432,4688,4096,
6743281823117,17812,false,malloc(),23528,4688,4096,
6743282636246,17813,false,malloc(),23530,4690,2,
6743282707122,17813,false,ent:pthread_mutex_lock(),,,,
6743282719619,17813,false,ret:pthread_mutex_lock(),12497,,,
6743282732371,17813,false,malloc(),23534,4694,4,
6743282743017,17813,false,malloc(),23536,4696,2,
6743282753013,17813,false,malloc(),23540,4700,4,
6743282763053,17813,false,malloc(),23580,4740,40,
6743282767836,17813,false,free(),23576,4736,4,
6743282775099,17813,false,ent:pthread_mutex_unlock(),,,,
6743282782538,17813,false,ret:pthread_mutex_unlock(),7439,,,
6743282786550,17813,false,free(),23576,4734,2,
6743282786439,17811,false,malloc(),23576,4690,2,
6743282791046,17811,false,ent:pthread_mutex_lock(),,,,
