timestamp,tid,isMain,tracepoint,custom_stat_1,custom_stat_2,custom_stat_3,custom_stat_4
6749492413913,17851,true,exec(),,,,
6749493223578,17851,true,malloc(),8,8,8,
6749493300648,17851,true,malloc(),88,88,80,
6749493306379,17851,true,ent:pthread_create(),,,,
6749493334416,17851,true,ent:pthread_mutex_lock(),,,,
6749493343222,17851,true,ret:pthread_mutex_lock(),8806,,,
6749493347299,17851,true,ent:pthread_mutex_unlock(),,,,
6749493355521,17851,true,ret:pthread_mutex_unlock(),8222,,,
6749493446543,17858,false,fork(),,,,
6749493500667,17851,true,ret:pthread_create(),true,195578,,
6749493506133,17851,true,ent:pthread_create(),,,,
6749493738266,17851,true,ent:pthread_mutex_lock(),,,,
6749493762666,17858,false,malloc(),560,472,472,
6749493877361,17851,true,ret:pthread_mutex_lock(),139095,,,
6749493938847,17851,true,ent:pthread_mutex_unlock(),,,,
6749493950827,17851,true,ret:pthread_mutex_unlock(),11980,,,
6749494027808,17859,false,fork(),,,,
6749494091950,17851,true,ret:pthread_create(),true,586588,,
6749494150571,17851,true,ent:pthread_create(),,,,
6749494182818,17851,true,ent:pthread_mutex_lock(),,,,
6749494191128,17851,true,ret:pthread_mutex_lock(),8310,,,
6749494194776,17851,true,ent:pthread_mutex_unlock(),,,,
6749494201752,17851,true,ret:pthread_mutex_unlock(),6976,,,
6749494227917,17859,false,malloc(),1032,472,472,
6749494272793,17860,false,fork(),,,,
6749494372015,17851,true,ret:pthread_create(),true,222403,,
6749494430293,17851,true,ent:pthread_create(),,,,
6749494431408,17860,false,malloc(),1504,472,472,
6749494461791,17851,true,ent:pthread_mutex_lock(),,,,
6749494469363,17851,true,ret:pthread_mutex_lock(),7572,,,
6749494472812,17851,true,ent:pthread_mutex_unlock(),,,,
6749494479524,17851,true,ret:pthread_mutex_unlock(),6712,,,
6749494560660,17861,false,fork(),,,,
6749494658471,17851,true,ret:pthread_create(),true,229114,,
6749494750228,17861,false,malloc(),1976,472,472,
6749494761539,17851,true,ent:pthread_create(),,,,
6749494800112,17851,true,ent:pthread_mutex_lock(),,,,
6749494830012,17851,true,ret:pthread_mutex_lock(),29900,,,
6749494903158,17851,true,ent:pthread_mutex_unlock(),,,,
6749494914389,17851,true,ret:pthread_mutex_unlock(),11231,,,
6749494995415,17862,false,fork(),,,,
6749495059237,17851,true,ret:pthread_create(),true,298756,,
6749495065872,17851,true,ent:pthread_join(),,,,
6749495128801,17862,false,malloc(),2448,472,472,
6749497368773,17858,false,malloc(),2568,592,120,
6749497513151,17860,false,malloc(),2688,592,120,
6749497788686,17859,false,malloc(),2808,592,120,
6749497845972,17861,false,malloc(),2928,592,120,
6749498253848,17858,false,malloc(),7024,4688,4096,
6749498279239,17862,false,malloc(),7144,592,120,
6749498333282,17860,false,malloc(),11240,4688,4096,
6749499000615,17859,false,malloc(),15336,4688,4096,
6749499047741,17861,false,malloc(),19432,4688,4096,
6749499109288,17862,false,malloc(),23528,4688,4096,
6749499487703,17860,false,malloc(),23532,4692,4,
6749499559394,17860,false,ent:pthread_mutex_lock(),,,,
6749499573071,17860,false,ret:pthread_mutex_lock(),13677,,,
6749499591509,17860,false,malloc(),23536,4696,4,
6749499595946,17861,false,malloc(),23538,4690,2,
6749499601104,17861,false,ent:pthread_mutex_lock(),,,,
6749499611490,17860,false,malloc(),23542,4700,4,
6749499627195,17860,false,malloc(),23546,4704,4,
6749499641875,17860,false,malloc(),23586,4744,40,
6749499647474,17860,false,free(),23582,4740,4,
6749499654648,17860,false,ent:pthread_mutex_unlock(),,,,
6749499711627,17860,false,ret:pthread_mutex_unlock(),56979,,,
6749499717810,17860,false,free(),23578,4736,4,
6749499735928,17860,false,malloc(),23583,4741,5,
6749499739157,17860,false,ent:pthread_mutex_lock(),,,,
6749499742812,17861,false,ret:pthread_mutex_lock(),3655,,,
6749499770320,17861,false,malloc(),23585,4692,2,
6749499777428,17861,false,free(),23583,4690,2,
6749499793464,17861,false,malloc(),23587,4694,4,
6749499803107,17861,false,malloc(),23589,4696,2,
6749499813092,17861,false,malloc(),23591,4698,2,
6749499822978,17861,false,malloc(),23595,4702,4,
6749499832919,17861,false,malloc(),23635,4742,40,
6749499836721,17861,false,free(),23633,4740,2,
6749499843565,17861,false,free(),23629,4736,4,
6749499849946,17861,false,ent:pthread_mutex_unlock(),,,,
6749499930558,17860,false,ret:pthread_mutex_lock(),6749499930558,,,
6749499947685,17860,false,malloc(),23633,4745,4,
6749499952401,17860,false,free(),23629,4741,4,
6749499904302,17861,false,ret:pthread_mutex_unlock(),54356,,,
6749499965413,17861,false,free(),23631,4734,2,
6749499965704,17860,false,malloc(),23631,4745,4,
6749499975634,17860,false,malloc(),23635,4749,4,
6749499984556,17861,false,malloc(),23640,4739,5,
6749499985828,17860,false,malloc(),23644,4753,4,
6749499988226,17861,false,ent:pthread_mutex_lock(),,,,
6749499995934,17860,false,malloc(),23648,4757,4,
6749500005776,17860,false,malloc(),23652,4761,4,
6749500042883,17860,false,malloc(),23692,4801,40,
6749500046653,17860,false,free(),23688,4797,4,
6749500053486,17860,false,free(),23684,4793,4,
6749500060164,17860,false,free(),23680,4789,4,
6749500066116,17860,false,ent:pthread_mutex_unlock(),,,,
6749500139344,17859,false,malloc(),23682,4690,2,
6749500146045,17859,false,ent:pthread_mutex_lock(),,,,
6749500160681,17859,false,ret:pthread_mutex_lock(),14636,,,
6749500177256,17859,false,malloc(),23684,4692,2,
6749500185544,17859,false,free(),23682,4690,2,
6749500137344,17860,false,ret:pthread_mutex_unlock(),71228,,,
6749500198174,17862,false,malloc(),23692,4698,10,
6749500201750,17860,false,free(),23687,4784,5,
6749500204930,17862,false,ent:pthread_mutex_lock(),,,,
6749500209845,17859,false,malloc(),23689,4692,2,
6749500215389,17859,false,free(),23687,4690,2,
6749500229749,17859,false,malloc(),23689,4692,2,
6749500231716,17860,false,malloc(),23695,4790,6,
6749500233529,17859,false,free(),23693,4690,2,
6749500236169,17860,false,ent:pthread_mutex_lock(),,,,
6749500246732,17859,false,malloc(),23697,4694,4,
6749500256971,17859,false,malloc(),23701,4698,4,
6749500266449,17859,false,malloc(),23703,4700,2,
6749500270130,17859,false,free(),23701,4698,2,
6749500282969,17859,false,malloc(),23703,4700,2,
6749500292954,17859,false,malloc(),23705,4702,2,
6749500295287,17858,false,malloc(),23710,4693,5,
6749500296624,17859,false,free(),23708,4700,2,
6749500299431,17858,false,ent:pthread_mutex_lock(),,,,
6749500303479,17859,false,free(),23704,4696,4,
6749500316241,17859,false,malloc(),23708,4700,4,
6749500319790,17859,false,free(),23706,4698,2,
6749500326513,17859,false,free(),23702,4694,4,
6749500333147,17859,false,free(),23698,4690,4,
6749500339341,17859,false,ent:pthread_mutex_unlock(),,,,
6749500393035,17859,false,ret:pthread_mutex_unlock(),53694,,,
6749500399086,17859,false,free(),23696,4688,2,
6749500410831,17861,false,ret:pthread_mutex_lock(),6749500410831,,,
6749500417358,17859,false,malloc(),23701,4693,5,
6749500420544,17859,false,ent:pthread_mutex_lock(),,,,
6749500428685,17861,false,malloc(),23706,4744,5,
6749500433633,17861,false,free(),23701,4739,5,
6749500447465,17861,false,malloc(),23705,4743,4,
6749500456755,17861,false,malloc(),23710,4748,5,
6749500470994,17861,false,malloc(),23715,4753,5,
6749500485619,17861,false,malloc(),23720,4758,5,
6749500597603,17861,false,malloc(),23724,4762,4,
6749500613043,17861,false,malloc(),23764,4802,40,
6749500617253,17861,false,free(),23759,4797,5,
6749500624593,17861,false,free(),23754,4792,5,
6749500647660,17861,false,free(),23750,4788,4,
6749500709862,17861,false,ent:pthread_mutex_unlock(),,,,
6749500803126,17862,false,ret:pthread_mutex_lock(),6749500803126,,,
6749500823449,17862,false,malloc(),23759,4707,9,
6749500760878,17861,false,ret:pthread_mutex_unlock(),51016,,,
6749500828607,17862,false,free(),23750,4698,9,
6749500832470,17861,false,free(),23745,4783,5,
