timestamp,tid,isMain,tracepoint,custom_stat_1,custom_stat_2,custom_stat_3,custom_stat_4
6717683978678,17573,true,exec(),,,,
6717685127226,17573,true,malloc(),8,8,8,
6717685146876,17573,true,malloc(),88,88,80,
6717685152266,17573,true,ent:pthread_create(),,,,
6717685181196,17573,true,ent:pthread_mutex_lock(),,,,
6717685189197,17573,true,ret:pthread_mutex_lock(),8001,,,
6717685193341,17573,true,ent:pthread_mutex_unlock(),,,,
6717685201386,17573,true,ret:pthread_mutex_unlock(),8045,,,
6717685344151,17582,false,fork(),,,,
6717685359129,17573,true,ret:pthread_create(),true,208175,,
6717685364254,17573,true,ent:pthread_create(),,,,
6717685396402,17573,true,ent:pthread_mutex_lock(),,,,
6717685404182,17573,true,ret:pthread_mutex_lock(),7780,,,
6717685407643,17573,true,ent:pthread_mutex_unlock(),,,,
6717685414300,17573,true,ret:pthread_mutex_unlock(),6657,,,
6717685483026,17583,false,fork(),,,,
6717685495072,17573,true,ret:pthread_create(),true,131403,,
6717685500506,17573,true,ent:pthread_create(),,,,
6717685530328,17573,true,ent:pthread_mutex_lock(),,,,
6717685537712,17573,true,ret:pthread_mutex_lock(),7384,,,
6717685541063,17573,true,ent:pthread_mutex_unlock(),,,,
6717685547675,17573,true,ret:pthread_mutex_unlock(),6612,,,
6717685641959,17584,false,fork(),,,,
6717685653884,17573,true,ret:pthread_create(),true,153985,,
6717685659428,17573,true,ent:pthread_create(),,,,
6717685689857,17573,true,ent:pthread_mutex_lock(),,,,
6717685730039,17573,true,ret:pthread_mutex_lock(),40182,,,
6717685734558,17573,true,ent:pthread_mutex_unlock(),,,,
6717685744906,17573,true,ret:pthread_mutex_unlock(),10348,,,
6717685822593,17585,false,fork(),,,,
6717685834650,17573,true,ret:pthread_create(),true,175850,,
6717685839598,17573,true,ent:pthread_create(),,,,
6717685869950,17573,true,ent:pthread_mutex_lock(),,,,
6717685877224,17573,true,ret:pthread_mutex_lock(),7274,,,
6717685880541,17573,true,ent:pthread_mutex_unlock(),,,,
6717685887054,17573,true,ret:pthread_mutex_unlock(),6513,,,
6717685962140,17586,false,fork(),,,,
6717685974186,17573,true,ret:pthread_create(),true,135172,,
6717685980788,17573,true,ent:pthread_join(),,,,
6717686751383,17586,false,malloc(),560,472,472,
6717687030445,17585,false,malloc(),1032,472,472,
6717687128542,17584,false,malloc(),1504,472,472,
6717687221052,17583,false,malloc(),1976,472,472,
6717687582517,17582,false,malloc(),2448,472,472,
6717689807063,17586,false,malloc(),2568,592,120,
6717690055773,17585,false,malloc(),2688,592,120,
6717690143941,17584,false,malloc(),2808,592,120,
6717690216866,17583,false,malloc(),2928,592,120,
6717690285328,17582,false,malloc(),3048,592,120,
6717690747822,17586,false,malloc(),7144,4688,4096,
6717690847176,17585,false,malloc(),11240,4688,4096,
6717691014452,17584,false,malloc(),15336,4688,4096,
6717691125334,17583,false,malloc(),19432,4688,4096,
6717691202436,17582,false,malloc(),23528,4688,4096,
6717691934779,17586,false,malloc(),23538,4698,10,
6717691963356,17586,false,ent:pthread_mutex_lock(),,,,
6717691978818,17586,false,ret:pthread_mutex_lock(),15462,,,
6717692174098,17586,false,malloc(),23542,4702,4,
6717692204020,17586,false,malloc(),23551,4711,9,
6717692214402,17586,false,malloc(),23555,4715,4,
6717692224122,17586,false,malloc(),23595,4755,40,
6717692228884,17586,false,free(),23591,4751,4,
6717692235860,17586,false,ent:pthread_mutex_unlock(),,,,
6717692243718,17586,false,ret:pthread_mutex_unlock(),7858,,,
6717692247388,17586,false,free(),23581,4741,10,
6717692269187,17586,false,malloc(),23589,4749,8,
6717692272493,17586,false,ent:pthread_mutex_lock(),,,,
6717692279007,17586,false,ret:pthread_mutex_lock(),6514,,,
6717692288595,17586,false,malloc(),23597,4757,8,
6717692292474,17586,false,free(),23589,4749,8,
6717692305303,17586,false,malloc(),23593,4753,4,
6717692314671,17586,false,malloc(),23601,4761,8,
6717692324634,17586,false,malloc(),23609,4769,8,
6717692334552,17586,false,malloc(),23613,4773,4,
6717692344328,17586,false,malloc(),23653,4813,40,
6717692347877,17586,false,free(),23645,4805,8,
6717692354622,17586,false,free(),23641,4801,4,
6717692360330,17586,false,ent:pthread_mutex_unlock(),,,,
6717692366513,17586,false,ret:pthread_mutex_unlock(),6183,,,
6717692369886,17586,false,free(),23633,4793,8,
6717692382703,17586,false,malloc(),23639,4799,6,
6717692385458,17586,false,ent:pthread_mutex_lock(),,,,
6717692391575,17586,false,ret:pthread_mutex_lock(),6117,,,
6717692749381,17586,false,malloc(),23645,4805,6,
6717692774751,17586,false,free(),23639,4799,6,
6717692789111,17586,false,malloc(),23643,4803,4,
6717692798920,17586,false,malloc(),23649,4809,6,
6717692931811,17586,false,malloc(),23655,4815,6,
6717692963430,17586,false,malloc(),23659,4819,4,
6717692973778,17586,false,malloc(),23699,4859,40,
6717692977966,17586,false,free(),23693,4853,6,
6717692984965,17586,false,free(),23689,4849,4,
6717692991169,17586,false,ent:pthread_mutex_unlock(),,,,
6717692997782,17586,false,ret:pthread_mutex_unlock(),6613,,,
6717693001728,17586,false,free(),23683,4843,6,
6717693014666,17586,false,malloc(),23692,4852,9,
6717693018050,17586,false,ent:pthread_mutex_lock(),,,,
6717693024574,17586,false,ret:pthread_mutex_lock(),6524,,,
6717693034272,17586,false,malloc(),23701,4861,9,
6717693038163,17586,false,free(),23692,4852,9,
6717693050980,17586,false,malloc(),23696,4856,4,
6717693060778,17586,false,malloc(),23705,4865,9,
6717693070807,17586,false,malloc(),23714,4874,9,
6717693080693,17586,false,malloc(),23723,4883,9,
6717693357836,17585,false,malloc(),23725,4690,2,
6717693380650,17585,false,ent:pthread_mutex_lock(),,,,
6717693423389,17586,false,malloc(),23729,4887,4,
6717693444869,17586,false,malloc(),23769,4927,40,
6717693448980,17586,false,free(),23760,4918,9,
6717693455912,17586,false,free(),23751,4909,9,
