timestamp,tid,isMain,tracepoint,custom_stat_1,custom_stat_2,custom_stat_3,custom_stat_4
6724643106398,17635,true,exec(),,,,
6724643916250,17635,true,malloc(),8,8,8,
6724643993518,17635,true,malloc(),88,88,80,
6724643999447,17635,true,ent:pthread_create(),,,,
6724644027143,17635,true,ent:pthread_mutex_lock(),,,,
6724644035883,17635,true,ret:pthread_mutex_lock(),8740,,,
6724644039795,17635,true,ent:pthread_mutex_unlock(),,,,
6724644048116,17635,true,ret:pthread_mutex_unlock(),8321,,,
6724644148362,17643,false,fork(),,,,
6724644163527,17635,true,ret:pthread_create(),true,165182,,
6724644168707,17635,true,ent:pthread_create(),,,,
6724644198982,17635,true,ent:pthread_mutex_lock(),,,,
6724644206377,17635,true,ret:pthread_mutex_lock(),7395,,,
6724644226457,17635,true,ent:pthread_mutex_unlock(),,,,
6724644233455,17635,true,ret:pthread_mutex_unlock(),6998,,,
6724644307439,17644,false,fork(),,,,
6724644372683,17635,true,ret:pthread_create(),true,204593,,
6724644378259,17635,true,ent:pthread_create(),,,,
6724644408369,17635,true,ent:pthread_mutex_lock(),,,,
6724644474781,17635,true,ret:pthread_mutex_lock(),66412,,,
6724644479013,17635,true,ent:pthread_mutex_unlock(),,,,
6724644486188,17635,true,ret:pthread_mutex_unlock(),7175,,,
6724644563202,17645,false,fork(),,,,
6724644627895,17635,true,ret:pthread_create(),true,250451,,
6724644633350,17635,true,ent:pthread_create(),,,,
6724644663448,17635,true,ent:pthread_mutex_lock(),,,,
6724644730048,17635,true,ret:pthread_mutex_lock(),66600,,,
6724644734258,17635,true,ent:pthread_mutex_unlock(),,,,
6724644741334,17635,true,ret:pthread_mutex_unlock(),7076,,,
6724644818657,17646,false,fork(),,,,
6724644883239,17635,true,ret:pthread_create(),true,250704,,
6724644920733,17635,true,ent:pthread_create(),,,,
6724645005550,17635,true,ent:pthread_mutex_lock(),,,,
6724645025200,17635,true,ret:pthread_mutex_lock(),19650,,,
6724645081683,17635,true,ent:pthread_mutex_unlock(),,,,
6724645092593,17635,true,ret:pthread_mutex_unlock(),10910,,,
6724645169123,17647,false,fork(),,,,
6724645236791,17635,true,ret:pthread_create(),true,316984,,
6724645243294,17635,true,ent:pthread_join(),,,,
6724645378444,17646,false,malloc(),560,472,472,
6724645447796,17647,false,malloc(),1032,472,472,
6724645467162,17645,false,malloc(),1504,472,472,
6724645509428,17644,false,malloc(),1976,472,472,
6724645697842,17643,false,malloc(),2448,472,472,
6724648450313,17646,false,malloc(),2568,592,120,
6724648453430,17643,false,malloc(),2688,592,120,
6724648594366,17647,false,malloc(),2808,592,120,
6724648705536,17645,false,malloc(),2928,592,120,
6724648813817,17644,false,malloc(),3048,592,120,
6724649090320,17643,false,malloc(),7144,4688,4096,
6724649259668,17646,false,malloc(),11240,4688,4096,
6724649292797,17647,false,malloc(),15336,4688,4096,
6724649367829,17645,false,malloc(),19432,4688,4096,
6724649537298,17644,false,malloc(),23528,4688,4096,
6724650459585,17646,false,malloc(),23530,4690,2,
6724650492460,17646,false,ent:pthread_mutex_lock(),,,,
6724650501354,17646,false,ret:pthread_mutex_lock(),8894,,,
6724650512012,17646,false,malloc(),23534,4694,4,
6724650521975,17646,false,malloc(),23536,4696,2,
6724650532092,17646,false,malloc(),23540,4700,4,
6724650541933,17646,false,malloc(),23580,4740,40,
6724650546496,17646,false,free(),23576,4736,4,
6724650553671,17646,false,ent:pthread_mutex_unlock(),,,,
6724650561176,17646,false,ret:pthread_mutex_unlock(),7505,,,
6724650564526,17645,false,malloc(),23580,4692,4,
6724650565055,17646,false,free(),23578,4734,2,
6724650569078,17645,false,ent:pthread_mutex_lock(),,,,
6724650576727,17645,false,ret:pthread_mutex_lock(),7649,,,
6724650578038,17646,false,malloc(),23583,4739,5,
6724650580904,17646,false,ent:pthread_mutex_lock(),,,,
6724650587858,17645,false,malloc(),23587,4696,4,
6724650592883,17645,false,free(),23583,4692,4,
6724650606075,17645,false,malloc(),23587,4696,4,
6724650615542,17645,false,malloc(),23591,4700,4,
6724650625560,17645,false,malloc(),23595,4704,4,
6724650635689,17645,false,malloc(),23599,4708,4,
6724650645497,17645,false,malloc(),23639,4748,40,
6724650649300,17645,false,free(),23635,4744,4,
6724650656077,17645,false,free(),23631,4740,4,
6724650662348,17645,false,ent:pthread_mutex_unlock(),,,,
6724650718632,17645,false,ret:pthread_mutex_unlock(),56284,,,
6724650724540,17645,false,free(),23627,4736,4,
6724650750538,17645,false,malloc(),23632,4741,5,
6724650812696,17645,false,ent:pthread_mutex_lock(),,,,
6724650824334,17645,false,ret:pthread_mutex_lock(),11638,,,
6724650836016,17645,false,malloc(),23636,4745,4,
6724650840480,17645,false,free(),23632,4741,4,
6724650853584,17645,false,malloc(),23636,4745,4,
6724650862808,17645,false,malloc(),23640,4749,4,
6724650873135,17645,false,malloc(),23644,4753,4,
6724650883021,17645,false,malloc(),23648,4757,4,
6724650892951,17645,false,malloc(),23652,4761,4,
6724650902737,17645,false,malloc(),23692,4801,40,
6724650906319,17645,false,free(),23688,4797,4,
6724650912976,17645,false,free(),23684,4793,4,
6724650919654,17645,false,free(),23680,4789,4,
6724650925672,17645,false,ent:pthread_mutex_unlock(),,,,
6724650932218,17645,false,ret:pthread_mutex_unlock(),6546,,,
6724650936043,17645,false,free(),23675,4784,5,
6724650948937,17645,false,malloc(),23681,4790,6,
6724650951825,17645,false,ent:pthread_mutex_lock(),,,,
6724650973602,17645,false,ret:pthread_mutex_lock(),21777,,,
6724650983675,17645,false,malloc(),23687,4796,6,
6724650987466,17645,false,free(),23681,4790,6,
6724651000107,17645,false,malloc(),23685,4794,4,
6724651009277,17645,false,malloc(),23691,4800,6,
6724651018953,17645,false,malloc(),23697,4806,6,
6724651028751,17645,false,malloc(),23703,4812,6,
6724651038570,17645,false,malloc(),23707,4816,4,
6724651048423,17645,false,malloc(),23747,4856,40,
6724651051939,17645,false,free(),23741,4850,6,
6724651058585,17645,false,free(),23735,4844,6,
6724651065153,17645,false,free(),23731,4840,4,
6724651070796,17645,false,ent:pthread_mutex_unlock(),,,,
6724651077001,17645,false,ret:pthread_mutex_unlock(),6205,,,
6724651080483,17645,false,free(),23725,4834,6,
6724651165367,17646,false,ret:pthread_mutex_lock(),6724651165367,,,
6724651204744,17646,false,malloc(),23730,4744,5,
6724651209759,17646,false,free(),23725,4739,5,
6724651216173,17645,false,malloc(),23727,4836,2,
6724651219744,17645,false,ent:pthread_mutex_lock(),,,,
6724651223370,17646,false,malloc(),23731,4743,4,
6724651233421,17646,false,malloc(),23736,4748,5,
6724651243318,17646,false,malloc(),23741,4753,5,
6724651246866,17644,false,malloc(),23743,4690,2,
6724651249611,17644,false,ent:pthread_mutex_lock(),,,,
6724651253457,17646,false,malloc(),23748,4758,5,
6724651263508,17646,false,malloc(),23752,4762,4,
6724651270760,17643,false,malloc(),23757,4693,5,
6724651273493,17646,false,malloc(),23797,4802,40,
6724651273449,17643,false,ent:pthread_mutex_lock(),,,,
6724651277295,17646,false,free(),23792,4797,5,
6724651284172,17646,false,free(),23787,4792,5,
6724651290807,17646,false,free(),23783,4788,4,
6724651296813,17646,false,ent:pthread_mutex_unlock(),,,,
6724651347223,17646,false,ret:pthread_mutex_unlock(),50410,,,
6724651353483,17646,false,free(),23778,4783,5,
6724651371690,17646,false,malloc(),23781,4786,3,
6724651374447,17645,false,ret:pthread_mutex_lock(),100998,,,
6724651375062,17646,false,ent:pthread_mutex_lock(),,,,
6724651394868,17645,false,malloc(),23783,4838,2,
6724651399916,17645,false,free(),23781,4836,2,
6724651413273,17645,false,malloc(),23785,4840,4,
